Precinct,Address,City,Zip,County,geometry,lon,lat
Linden Armory,2400 Coats Ave,Linden,36748,Marengo,POINT (-87.79799999999996 32.30629999999996),-87.79799999999996,32.30629999999996
Linden Hwy 43 Voting Booth,108 N Main St,Linden,36748,Marengo,POINT (-87.79799999999996 32.310099999999956),-87.79799999999996,32.310099999999956
Whitfield Community Center,5947 Sumter 42,Whitfield,36925,Sumter,POINT (-88.09156731000002 32.36527989999997),-88.09156731000002,32.36527989999997
Jefferson Community Center,26064 AL Hwy 28,Jefferson,36745,Marengo,POINT (-87.87439999999998 32.36650000000002),-87.87439999999998,32.36650000000002
"Thomasville Adult Education Building, Coastal Alabama Community College",30755 Highway 43,Thomasville,36784,Clarke,POINT (-87.77969999999998 32.417400000000036),-87.77969999999998,32.417400000000036
Cuba City Hall,409 4th St,Cuba,36907,Sumter,POINT (-88.37883223999997 32.42840329999998),-88.37883223999997,32.42840329999998
Bellamy Fire Dpet,527 Pine St,Bellamy,36901,Sumter,POINT (-88.13502138999999 32.44929837000001),-88.13502138999999,32.44929837000001
Coatopa Fire Dept,111 Mundy Rd,Coatopa,35470,Sumter,POINT (-88.06825777999997 32.48718443999998),-88.06825777999997,32.48718443999998
Demopolis National Guard,1701 Hwy 43 S,Demopolis,36732,Marengo,POINT (-87.8161 32.500100000000046),-87.8161,32.500100000000046
York Fire & Rescue Squad,1509 E 4th Ave,York,36925,Sumter,POINT (-88.28097291999995 32.50058916000002),-88.28097291999995,32.50058916000002
Church Aflame,431 Hwy 80 N,Demopolis,36732,Marengo,POINT (-87.84209057000001 32.50120943),-87.84209057000001,32.50120943
Wildfork - Coleman Assembly of God Church,4124 N Butler St,Frisco City,36445,Monroe,POINT (-87.38230000000003 31.38319999999998),-87.38230000000003,31.38319999999998
LITTLE ZION CHURCH,3592 BROOKLYN ROAD,EVERGREEN,36401,Conecuh,POINT (-86.87409999999996 31.3935),-86.87409999999996,31.3935
REPTON TOWN HALL A,1524 CONALY ST,REPTON,36475,Conecuh,POINT (-87.24655401999999 31.40985178999999),-87.24655401999999,31.40985178999999
CARVER RECREATION CENTER,535 KNOXVILLE ROAD,EVERGREEN,36401,Conecuh,POINT (-86.95189426999997 31.414817189999958),-86.95189426999997,31.414817189999958
OLD FIELD CHURCH,16795 HIGHWAY 84,EVERGREEN,36401,Conecuh,POINT (-87.00028014999997 31.417788000000005),-87.00028014999997,31.417788000000005
Goodway Fire Station,5 Main St,Frisco City,36445,Monroe,POINT (-87.35050000000003 31.41900000000001),-87.35050000000003,31.41900000000001
Excel Assembly of God,1014 Hwy 136 W,Monroeville,36460,Monroe,POINT (-87.32532323000002 31.428199999999965),-87.32532323000002,31.428199999999965
DAVID BURT BUILDING,102 LIBERTY STREET,EVERGREEN,36401,Conecuh,POINT (-86.95459148000003 31.435994319999963),-86.95459148000003,31.435994319999963
Oak Grove Baptist Church,113 Oak Grove Church Rd,Frisco City,36445,Monroe,POINT (-87.39352654999998 31.441194119999963),-87.39352654999998,31.441194119999963
HEALTH DEPARTMENT,102 WILD AVENUE,EVERGREEN,36401,Conecuh,POINT (-86.96267070999997 31.446719189999964),-86.96267070999997,31.446719189999964
Shiloh Miss. Baptist Church,7620 Co Rd 1,Frisco City,36445,Monroe,POINT (-87.54079999999998 31.44799999999998),-87.54079999999998,31.44799999999998
SKINNERTON FIRE DEPARTMENT,2333 HIGHWAY 83,EVERGREEN,36401,Conecuh,POINT (-87.00119502 31.475259830000027),-87.00119502,31.475259830000027
Limestone-Faulk AME Church,6696 Drewry Rd,Monroeville,36460,Monroe,POINT (-87.24069810999998 31.487367300000027),-87.24069810999998,31.487367300000027
Monroeville Fire Station #2,280 Whetstone St,Monroeville,36460,Monroe,POINT (-87.3211 31.50129999999997),-87.3211,31.50129999999997
Monroeville Inn,1749 S Alabama Ave,Monroeville,36460,Monroe,POINT (-87.31880000000004 31.501499999999997),-87.31880000000004,31.501499999999997
Mexia Fire Station #1,4875 Hwy 47 S,Frisco City,36445,Monroe,POINT (-87.39568210999998 31.504471560000017),-87.39568210999998,31.504471560000017
Monroeville Community House,271 Park Dr,Monroeville,36460,Monroe,POINT (-87.34249999999997 31.513700000000014),-87.34249999999997,31.513700000000014
Perdue Hill Masonic Hall,42 Co Rd 1,Frisco City,36445,Monroe,POINT (-87.50629999999995 31.51380000000003),-87.50629999999995,31.51380000000003
2ND MOUNT ZION CHURCH A,5386 OWASSA RD,EVERGREEN,36401,Conecuh,POINT (-86.91785459000002 31.518136239999986),-86.91785459000002,31.518136239999986
Monroeville Fire Station #1,160 E Claiborne St,Monroeville,36460,Monroe,POINT (-87.31839999999998 31.526500000000027),-87.31839999999998,31.526500000000027
Monroeville Water Tower,181 E Claiborne St,Monroeville,36460,Monroe,POINT (-87.31839999999998 31.526500000000027),-87.31839999999998,31.526500000000027
National Guard Armory,865 W Claiborne St,Monroeville,36460,Monroe,POINT (-87.34140782000003 31.526804199999972),-87.34140782000003,31.526804199999972
Bethel Baptist Church,1040 Clausell Rd,Monroeville,36460,Monroe,POINT (-87.35339799 31.536431989999972),-87.35339799,31.536431989999972
LYEFFION FIRE DEPARTMENT,9901 HIGHWAY 83,EVERGREEN,36401,Conecuh,POINT (-86.97560000000003 31.568500000000036),-86.97560000000003,31.568500000000036
Philadelphia Baptist Church,460 The Ridge Rd,Peterman,36471,Monroe,POINT (-87.27504054000002 31.583720719999967),-87.27504054000002,31.583720719999967
Peterman Water Dept,1015 Old Peterman Hwy,Peterman,36471,Monroe,POINT (-87.25849999999996 31.58950000000004),-87.25849999999996,31.58950000000004
Fountain Baptist Church,205 Church Rd,Monroeville,36460,Monroe,POINT (-87.40909999999995 31.5962),-87.40909999999995,31.5962
ROBINSON'S MILL,1683 RAMAH ROAD,PETERMAN,36471,Conecuh,POINT (-87.10289999999996 31.596300000000014),-87.10289999999996,31.596300000000014
Antioch Baptist Church #3,10131 The Ridge Rd,Monroeville,36460,Monroe,POINT (-87.29929999999997 31.61009999999999),-87.29929999999997,31.61009999999999
Chapman Post Office,12965 Mobile Road,Georgiana,36033,Butler,POINT (-86.7212 31.649700000000017),-86.7212,31.649700000000017
Franklin Fire Station,15664 Hwy 41 N,Franklin,36444,Monroe,POINT (-87.40415714 31.703700000000016),-87.40415714,31.703700000000016
New Purchase CME Church,17289 Hwy 21 N,Beatrice,36425,Monroe,POINT (-87.20505344000001 31.733361640000016),-87.20505344000001,31.733361640000016
Nettlesboro Fire Station,5328 Nettlesboro Road,Dickinson,36436,Clarke,POINT (-87.5822 31.792100000000026),-87.5822,31.792100000000026
Packers Bend Fire Station,5709 Co Rd 49,Lower Peach Tree,36751,Monroe,POINT (-87.51081632999998 31.797524489999965),-87.51081632999998,31.797524489999965
St John AME Church,29582 Hwy 21 N,Beatrice,36425,Monroe,POINT (-87.09292641999996 31.824879269999965),-87.09292641999996,31.824879269999965
Vredenburgh Fire Station,69 Walnut St,Vredenburgh,36481,Monroe,POINT (-87.32099999999998 31.830800000000018),-87.32099999999998,31.830800000000018
Forest Home Voting House,7870 Forest Home Rd,Forest Home,36030,Butler,POINT (-86.85569999999997 31.86140000000003),-86.85569999999997,31.86140000000003
Manningham Voting House,6018 Ridge Road,Forest Home,36030,Butler,POINT (-86.81369999999995 31.91660000000002),-86.81369999999995,31.91660000000002
Flatwoods,375 Flatwood Circle,Catherine,36728,Marengo,POINT (-87.52960000000002 32.180800000000005),-87.52960000000002,32.180800000000005
White Hall Town Hall,625 Freedom Road,White Hall,36040,Lowndes,POINT (-86.71540617999996 32.29312510000001),-86.71540617999996,32.29312510000001
Faunsdale Town Hall,35527 AL Hwy 25,Faunsde,36738,Marengo,POINT (-87.5937 32.45963265000002),-87.5937,32.45963265000002
Lockhart City Hall,1548 Chippeway Street,Lockhart,36455,Covington,POINT (-86.34960000000001 31.012199999999993),-86.34960000000001,31.012199999999993
Geneva City Hall,517 S. Commerce St.,Geneva,36340,Geneva,POINT (-85.86329999999998 31.03210000000002),-85.86329999999998,31.03210000000002
Flat Creek Community Center,5436 State Highway 153,Samson,36477,Geneva,POINT (-86.10374308000003 31.037742559999973),-86.10374308000003,31.037742559999973
Gilmore Voting House,4760 S. State Highway 87,Samson,36477,Geneva,POINT (-86.03848106 31.03931491000004),-86.03848106,31.03931491000004
Geneva County Courthouse,200 N. Commerce St.,Geneva,36340,Geneva,POINT (-85.86620000000003 31.041100000000036),-85.86620000000003,31.041100000000036
Geneva Community Center,411 N. Iris St.,Geneva,36340,Geneva,POINT (-85.87867716999997 31.043231520000006),-85.87867716999997,31.043231520000006
Geneva NG Armory  (Westside UMC),1308 W. Maple Ave.,Geneva,36340,Geneva,POINT (-85.8901 31.048199999999962),-85.8901,31.048199999999962
Hacoda Community Center,237 Camp Victory Rd.,Samson,36477,Geneva,POINT (-86.17010535999997 31.07463838999999),-86.17010535999997,31.07463838999999
Revels Store Voting House,525 State Highway 54,Samson,36477,Geneva,POINT (-86.13310000000004 31.11439999999998),-86.13310000000004,31.11439999999998
Samson Senior Center (was Masonic Lodge),33 E. Sellers St.,Samson,36477,Geneva,POINT (-86.04739999999995 31.120400000000018),-86.04739999999995,31.120400000000018
Samson Senior Citizen Center,33 E. Sellers St.,Samson,36477,Geneva,POINT (-86.04739999999995 31.120400000000018),-86.04739999999995,31.120400000000018
Lowery Voting House,21150 West State Highway 52,Kinston,36453,Geneva,POINT (-86.1392 31.148699999999977),-86.1392,31.148699999999977
Catoe/Pleasant Home-Masonic Lodge,6079 Eagle Road,Andalusia,36420,Covington,POINT (-86.61600000000003 31.160699999999967),-86.61600000000003,31.160699999999967
Piney Grove,643 Thurman Rd.,Samson,36477,Geneva,POINT (-86.04520000000001 31.16389999999997),-86.04520000000001,31.16389999999997
Coffee Springs - Joy Life Center,177 E Baxley Street,Coffee Springs,36318,Geneva,POINT (-85.91147550999999 31.166200000000025),-85.91147550999999,31.166200000000025
Chancellor Community Center  (El Bethel),424 Chancellor St.,Chancellor,36316,Geneva,POINT (-85.87767036999999 31.18228765000001),-85.87767036999999,31.18228765000001
Red Oak Fire Department,13737 Highway 55,Andalusia,36420,Covington,POINT (-86.52789999999997 31.236146980000004),-86.52789999999997,31.236146980000004
Carolina City Hall,19250 Rockhole Bridge Road,Andalusia,36420,Covington,POINT (-86.52340112999997 31.23786728999997),-86.52340112999997,31.23786728999997
Hom Hill Community Center,18692 Horn Hill Road,Opp,35467,Covington,POINT (-86.3158 31.246400000000044),-86.3158,31.246400000000044
Hopewell Fire Department,6629 Brooklyn Road,Andalusia,36241,Covington,POINT (-86.61063178000005 31.258256070000026),-86.61063178000005,31.258256070000026
Opp Adult Activity Center,500 N Brantley Street,Opp,36467,Covington,POINT (-86.25339999999997 31.288499999999978),-86.25339999999997,31.288499999999978
Sanford City Hall,21469 Firehouse Road,Andalusia,36421,Covington,POINT (-86.38727210999996 31.300454650000034),-86.38727210999996,31.300454650000034
River Falls City Hall - Highway 84,24581 Firehouse Road,Red Level,36474,Covington,POINT (-86.38390000000001 31.303400000000018),-86.38390000000001,31.303400000000018
Daleville,730 S. Daleville Ave,Daleville,36322,Dale,POINT (-85.84150150999999 31.312900000000013),-85.84150150999999,31.312900000000013
Babbie/Cedar Grove Babbie Fire Dept,22543 Babbie Road,Andalusia,36421,Covington,POINT (-86.32819999999995 31.31433733000001),-86.32819999999995,31.31433733000001
Loango Fire Department,23725 Eiland Road,Red Level,36474,Covington,POINT (-86.65629999999999 31.32459999999996),-86.65629999999999,31.32459999999996
Heath City Hall,25644 Sutton Road,Andalusia,36421,Covington,POINT (-86.45789999999997 31.328300000000034),-86.45789999999997,31.328300000000034
Fadette Community Center,5307 S. State Highway 103,Slocomb,36375,Geneva,POINT (-85.53688227999997 31.044664560000005),-85.53688227999997,31.044664560000005
Johnny Hughes Community Center,405 S. 3rd Ave.,Hartford,36344,Geneva,POINT (-85.697 31.09953366999997),-85.697,31.09953366999997
Absentee,100 E. Court Square,Ozark,36360,Dale,POINT (-85.59369999999996 31.109500000000004),-85.59369999999996,31.109500000000004
Malvern Community Center,233 Church St.,Malvern,36349,Geneva,POINT (-85.52050000000003 31.13940000000001),-85.52050000000003,31.13940000000001
Slocomb NG Armory,322 S. State Highway 103,Slocomb,36375,Geneva,POINT (-85.62530692999998 31.21124879999996),-85.62530692999998,31.21124879999996
Clayhatchee,750 W. Main St.,Daleville,36322,Dale,POINT (-85.72289999999998 31.235600000000044),-85.72289999999998,31.235600000000044
Level Plains,47 Z St.,Daleville,36322,Dale,POINT (-85.7732 31.30179999999997),-85.7732,31.30179999999997
Pinckard,1309 E. Hwy 134,Pinckard,36371,Dale,POINT (-85.73692658999997 31.310268619999984),-85.73692658999997,31.310268619999984
Newton,9 N. College St.,Newton,36352,Dale,POINT (-85.60308776 31.335499999999975),-85.60308776,31.335499999999975
Headland,505 Peachtree Street,Headland,36345,Henry,POINT (-85.33709999999998 31.34769796),-85.33709999999998,31.34769796
Sylvan Grove,4495 Co. Rd. 14,Midland City,36350,Dale,POINT (-85.53019999999997 31.356200000000026),-85.53019999999997,31.356200000000026
Straughn,29448 Straughn School Road,Andalusia,36421,Covington,POINT (-86.41531647999999 31.393011509999994),-86.41531647999999,31.393011509999994
Gantt City Hall,28826 Commerce Street,Andalusia,36421,Covington,POINT (-86.4842 31.40890000000002),-86.4842,31.40890000000002
Rose Hill Community Center,27064 Straughn School Road,Dozier,36028,Covington,POINT (-86.3476 31.443900000000028),-86.3476,31.443900000000028
Bush's Grocery�,12360 Dozier Hwy,Brantley,36009,Crenshaw,POINT (-86.30185366999999 31.55712917999997),-86.30185366999999,31.55712917999997
Industry Old School House,2542 Cook Bridge Rd,Georgiana,36033,Butler,POINT (-86.6126 31.604199999999963),-86.6126,31.604199999999963
Springhill Volunteer Fire Department,4 Nichols Bluff Rd,Brantley,36009,Crenshaw,POINT (-86.31925437 31.62690875000004),-86.31925437,31.62690875000004
Pleasant Home School�,8401 Ivy Creek Rd,Brantley,36009,Crenshaw,POINT (-86.43519999999998 31.644100000000034),-86.43519999999998,31.644100000000034
Friendship Old School House,9790 McKenzie Grade Rd,Greenville,36037,Butler,POINT (-86.60078737999997 31.65962921),-86.60078737999997,31.65962921
Bolling Voting House,73 Bolling Rd,Georgiana,36033,Butler,POINT (-86.70387399000005 31.72470000000002),-86.70387399000005,31.72470000000002
Rutledge Community Center�,1729 Lee St,Rutledge,36071,Crenshaw,POINT (-86.31267893000003 31.730099999999975),-86.31267893000003,31.730099999999975
Harbin Farm Center�,816 Airport Rd,Luverne,36049,Crenshaw,POINT (-86.27423754999995 31.742359390000022),-86.27423754999995,31.742359390000022
Mclain's Voting House,4783 Gravel Hill Road,Greenville,36037,Butler,POINT (-86.62420000000003 31.748900000000027),-86.62420000000003,31.748900000000027
Chapel Hill Baptist Church�,2146 Chapel Hill Rd,Rutledge,36071,Crenshaw,POINT (-86.39057733999996 31.75952578),-86.39057733999996,31.75952578
Center Hill Voting House,3815 Halso Mill Road,Greenville,36037,Butler,POINT (-86.56799999999998 31.772099999999984),-86.56799999999998,31.772099999999984
Central Fire Dept,3815 Halso Mill Road,Greenville,36037,Butler,POINT (-86.56799999999998 31.772099999999984),-86.56799999999998,31.772099999999984
Dunbar Center,208 School Highlands Rd,Greenville,36037,Butler,POINT (-86.62885657000002 31.81550000000001),-86.62885657000002,31.81550000000001
Sr. Multi-Purpose Cntr,306 Parmer Ave,Georgiana,36033,Butler,POINT (-86.62720323 31.82409999999997),-86.62720323,31.82409999999997
Honoraville Fire Station�,6630 Honoraville Rd,Honoraville,36042,Crenshaw,POINT (-86.40933796000004 31.848000220000042),-86.40933796000004,31.848000220000042
Health Dept,350 Airport Rd,Greenville,36037,Butler,POINT (-86.61669999999995 31.84952460999996),-86.61669999999995,31.84952460999996
Harrison's Voting House,3732 Mt. Zion Rd,Honoraville,36042,Butler,POINT (-86.51070653999997 31.85359074000004),-86.51070653999997,31.85359074000004
Steiner's Store Voting,7402 Steiner Store Rd,Honoraville,36042,Butler,POINT (-86.47808069000003 31.907319309999963),-86.47808069000003,31.907319309999963
Danielville Baptist Church�,91 Danielville Rd,Honoraville,36042,Crenshaw,POINT (-86.40811422000004 31.920799999999986),-86.40811422000004,31.920799999999986
Panola Community Center,392 Panola Rd,Lapine,36046,Crenshaw,POINT (-86.37385133000001 31.96627565999998),-86.37385133000001,31.96627565999998
National Guard Armory,200 Old Fort Road West,Fort Deposit,36032,Lowndes,POINT (-86.5757 31.986299999999993),-86.5757,31.986299999999993
Valley Grove/Friendship - Union Grove Fire Dept,27716 Fleeta Road,Opp,36467,Covington,POINT (-86.22668141000004 31.374082049999977),-86.22668141000004,31.374082049999977
Weed Baptist Church�,Old Three Notch Rd,Brantley,36009,Crenshaw,POINT (-86.2402 31.5066),-86.2402,31.5066
Dozier Town Hall�,7874 S Main St,Dozier,36028,Crenshaw,POINT (-86.25680000000001 31.581000000000007),-86.25680000000001,31.581000000000007
Brantley Community Center�,81 Maple St,Brantley,36009,Crenshaw,POINT (-86.25729999999999 31.591114969999992),-86.25729999999999,31.591114969999992
Tarentum Community Clubhouse,1677 AL HWY 125,Brundidge,36010,Pike,POINT (-85.87677765000002 31.64140700999997),-85.87677765000002,31.64140700999997
Glenwood Town Hall�,108 N King St,Glenwood,36034,Crenshaw,POINT (-86.17027524 31.666675159999983),-86.17027524,31.666675159999983
Springhill Fire Department,6973 AL Hwy 87,Troy,36079,Pike,POINT (-85.95863342 31.684255600000025),-85.95863342,31.684255600000025
Springhill Housing Authority,22 County Road 2331,Troy,36079,Pike,POINT (-85.95915985000003 31.706810000000033),-85.95915985000003,31.706810000000033
Golden/Satellite Building,104 Gilmore Street,Brundidge,36010,Pike,POINT (-85.81687164000003 31.71273232000004),-85.81687164000003,31.71273232000004
Brundidge - Haisten Building,110 N Main Street,Brundidge,36010,Pike,POINT (-85.81550598000001 31.720706940000035),-85.81550598000001,31.720706940000035
Goshen Town Hall,535 Montgomery St,Goshen,36035,Pike,POINT (-86.12014771000004 31.722005840000037),-86.12014771000004,31.722005840000037
Galloway Road Community Center,102 John Lewis Street,Brundidge,36010,Pike,POINT (-85.81917571999998 31.72933006000004),-85.81917571999998,31.72933006000004
Vidette Community Center�,4405 Troy Hwy,Luverne,36049,Crenshaw,POINT (-86.19439999999999 31.733199999999965),-86.19439999999999,31.733199999999965
Troy Recreation Department,601 Enzor Road,Troy,36079,Pike,POINT (-85.95326996000004 31.762376789999994),-85.95326996000004,31.762376789999994
Patsburg Depot Building�,5597 Petrey Hwy,Luverne,36049,Crenshaw,POINT (-86.22878864000003 31.788065920000022),-86.22878864000003,31.788065920000022
Troy Adams Armory,202 George Wallace Drive,Troy,36081,Pike,POINT (-85.94902065999999 31.80189650000004),-85.94902065999999,31.80189650000004
Pike County Courthouse,120 West Church Street,Troy,36081,Pike,POINT (-85.97344208000003 31.80726623999998),-85.97344208000003,31.80726623999998
First Baptist Church,200 W College Street,Troy,36081,Pike,POINT (-85.97348785 31.809803009999996),-85.97348785,31.809803009999996
Rural Home - County Building,9453 South Highway 29,Goshen,36035,Pike,POINT (-86.13932118999999 31.81113678000004),-86.13932118999999,31.81113678000004
Banks Voting Center #1,82 West Troy Street,Banks,36005,Pike,POINT (-85.84340667999997 31.81622887000001),-85.84340667999997,31.81622887000001
Banks Voting Center #2,82 West Troy Street,Banks,36005,Pike,POINT (-85.84340667999997 31.81622887000001),-85.84340667999997,31.81622887000001
Petrey Community Center�,82 School House Circle,Luverne,36049,Crenshaw,POINT (-86.20749999999995 31.851),-86.20749999999995,31.851
Antioch Church of Christ,5131 County Road 1101,Troy,36079,Pike,POINT (-86.08042907999996 31.875782010000023),-86.08042907999996,31.875782010000023
Ebenezer Voting Center #1,4272 AL Hwy 223,Troy,36081,Pike,POINT (-85.82907867000002 31.88039017000001),-85.82907867000002,31.88039017000001
Ebenezer Voting Center #2,4272 AL Hwy 223,Troy,36081,Pike,POINT (-85.82907867000002 31.88039017000001),-85.82907867000002,31.88039017000001
Dunn's Voting Center #1,4162 County Road 7708,Troy,36081,Pike,POINT (-85.94403076000005 31.88780402999997),-85.94403076000005,31.88780402999997
Dunn's Voting Center #2,4162 County Road 7708,Troy,36081,Pike,POINT (-85.94403076000005 31.88780402999997),-85.94403076000005,31.88780402999997
Sandy Ridge Community Center,6423 US Highway 31,Letohatchee,36047,Lowndes,POINT (-86.45179999999999 32.02520319000001),-86.45179999999999,32.02520319000001
Lily Baptist Church,7235 State Highway 97 South,Letohatchee,36047,Lowndes,POINT (-86.47300877999996 32.11787645000001),-86.47300877999996,32.11787645000001
Pintlala Fire Department,250 Federal Rd.,Hope Hull,36043,Montgomery,POINT (-86.38694645000001 32.17635431999996),-86.38694645000001,32.17635431999996
Mosses Town Hall,1 Mosses Park Circle,Mosses,36040,Lowndes,POINT (-86.67209999999997 32.18259999999999),-86.67209999999997,32.18259999999999
Hayneville Courthouse Annex,205 Tuskeena Street East,Hayneville,36040,Lowndes,POINT (-86.58420714 32.18420000000003),-86.58420714,32.18420000000003
Snowdoun Volunteer Fire Department,219 Hobbie Rd.,Montgomery,36105,Montgomery,POINT (-86.29187011999996 32.24235915999999),-86.29187011999996,32.24235915999999
First Southern Baptist Church,1125 Wasden Rd.,Hope Hull,36043,Montgomery,POINT (-86.38977050999999 32.257884980000036),-86.38977050999999,32.257884980000036
Southlawn Baptist Church,5340 Mobile Hwy.,Montgomery,36108,Montgomery,POINT (-86.35089874 32.298767090000005),-86.35089874,32.298767090000005
C. Thomas Ventures / Event Center,3360 Selma Hwy.,Montgomery,36108,Montgomery,POINT (-86.38169861000003 32.30923462000003),-86.38169861000003,32.30923462000003
AFED Conference Center,150 E. Fleming Rd.,Montgomery,36105,Montgomery,POINT (-86.30213164999999 32.32212448000002),-86.30213164999999,32.32212448000002
St. Paul AME Church,706 E. Patton Ave.,Montgomery,36111,Montgomery,POINT (-86.29456329000003 32.33313370000001),-86.29456329000003,32.33313370000001
Beulah Baptist Church,3703 Rosa L. Parks Ave.,Montgomery,36105,Montgomery,POINT (-86.31581116000002 32.33817673000001),-86.31581116000002,32.33817673000001
St. James Baptist Church,3424 S. Court St.,Montgomery,36105,Montgomery,POINT (-86.30905151000002 32.34590912000003),-86.30905151000002,32.34590912000003
Rufus Lewis Library,3095 Mobile Hwy.,Montgomery,36108,Montgomery,POINT (-86.33810425 32.34717177999997),-86.33810425,32.34717177999997
Hayneville Road Community Center,3315 Hayneville Rd.,Montgomery,36108,Montgomery,POINT (-86.35552216 32.34832381999998),-86.35552216,32.34832381999998
Stonetank Antioch Baptist Church / Fellowship Hall,6515 Old Selma Rd.,Montgomery,36108,Montgomery,POINT (-86.45275116 32.350418089999984),-86.45275116,32.350418089999984
Drum Theater / Huntingdon College,1125 E. Fairview Ave.,Montgomery,36106,Montgomery,POINT (-86.28971100000001 32.35274505999996),-86.28971100000001,32.35274505999996
McIntyre Community Center,1240 Hugh St.,Montgomery,36108,Montgomery,POINT (-86.33204650999998 32.35980987999999),-86.33204650999998,32.35980987999999
Cleveland Ave. YMCA,1201 Rosa L. Parks Ave.,Montgomery,36108,Montgomery,POINT (-86.31629181000001 32.36057280999997),-86.31629181000001,32.36057280999997
Alabama State University / Acadome,1595 Robert C. Hatch Dr.,Montgomery,36106,Montgomery,POINT (-86.293396 32.36199187999997),-86.293396,32.36199187999997
Houston Hills Community Center,207 N. Hall St.,Montgomery,36104,Montgomery,POINT (-86.29159999999999 32.37740000000004),-86.29159999999999,32.37740000000004
Lapine Baptist Church,164 Webster St.,Lapine,36046,Montgomery,POINT (-86.35360000000004 32.380000000000045),-86.35360000000004,32.380000000000045
"Hilton L. ""Tracy"" Larkin Community Center",814 Claremont Ave.,Montgomery,36107,Montgomery,POINT (-86.27848471 32.38995916000002),-86.27848471,32.38995916000002
Hunter Station Community Center,20 Melton St.,Montgomery,36108,Montgomery,POINT (-86.39179999999996 32.39174204000001),-86.39179999999996,32.39174204000001
Newtown Community Center,1765 N. Decatur St.,Montgomery,36104,Montgomery,POINT (-86.29542541999996 32.39638138),-86.29542541999996,32.39638138
Highland Gardens Community Center,2805 Willena Ave.,Montgomery,36107,Montgomery,POINT (-86.27957915999995 32.399444579999965),-86.27957915999995,32.399444579999965
Chisholm Community Center,545 Vandiver Blvd.,Montgomery,36110,Montgomery,POINT (-86.27910000000001 32.41759999999997),-86.27910000000001,32.41759999999997
Sheridan Heights Community Center,3501 Faro Dr.,Montgomery,36110,Montgomery,POINT (-86.28440000000005 32.43419999999998),-86.28440000000005,32.43419999999998
Union Academy Baptist Church,4748 Lower Wetumpka Rd.,Montgomery,36110,Montgomery,POINT (-86.26647186000001 32.44190216),-86.26647186000001,32.44190216
China Grove - County Building,3528 County Road 7702,Troy,36081,Pike,POINT (-85.94548798 32.02941132000003),-85.94548798,32.02941132000003
Dublin Fire Station,8898 State Hwy. 94,Ramer,36069,Montgomery,POINT (-86.16610000000003 32.037400000000034),-86.16610000000003,32.037400000000034
Ramer Public Library,5444 State Hwy. 94,Ramer,36069,Montgomery,POINT (-86.21654673000002 32.052133980000015),-86.21654673000002,32.052133980000015
Pine Level Fire Station,393 Moore Rd.,Ramer,36069,Montgomery,POINT (-86.06099999999999 32.06477296000003),-86.06099999999999,32.06477296000003
Davis Crossroads Fire Station,6475 Mt. Zion Road,Ramer,36069,Montgomery,POINT (-86.1767 32.13799999999997),-86.1767,32.13799999999997
Fitzpatrick,9545 Highway 110,Fitzpatrick,36029,Bullock,POINT (-85.88457691999999 32.20841064000003),-85.88457691999999,32.20841064000003
Essence Studio & Events Center (temp. location),5085 Virginia Loop Rd.,Montgomery,36116,Montgomery,POINT (-86.23854828000002 32.29640960999999),-86.23854828000002,32.29640960999999
City of Refuge Church,3820 Woodley Rd.,Montgomery,36116,Montgomery,POINT (-86.25377654999996 32.30848312000003),-86.25377654999996,32.30848312000003
Woodland United Methodist Church,4428 Wallahatchie Rd.,Pike Road,36064,Montgomery,POINT (-86.04739999999995 32.31000000000003),-86.04739999999995,32.31000000000003
"Trenholm State (Patterson Campus, Bldg. D)",3920 Troy Highway,Montgomery,36116,Montgomery,POINT (-86.24079131999999 32.32452393000004),-86.24079131999999,32.32452393000004
Whitfield Methodist Church,2673 Fisk Rd.,Montgomery,36111,Montgomery,POINT (-86.26101685000003 32.332305909999995),-86.26101685000003,32.332305909999995
Aldersgate Methodist Church,6610 Vaughn Rd.,Montgomery,36116,Montgomery,POINT (-86.20451355000003 32.33990478999999),-86.20451355000003,32.33990478999999
St. James United Methodist Church,9045 Vaughn Rd.,Montgomery,36117,Montgomery,POINT (-86.12441122000001 32.34152959000004),-86.12441122000001,32.34152959000004
Vaughn Park Church of Christ,3800 Vaughn Rd.,Montgomery,36106,Montgomery,POINT (-86.24391173999997 32.34976578000001),-86.24391173999997,32.34976578000001
Montgomery Museum of Fine Arts,1 Museum Dr.,Montgomery,36117,Montgomery,POINT (-86.20870000000004 32.35269999999996),-86.20870000000004,32.35269999999996
First Christian Church,1705 Taylor Rd.,Montgomery,36117,Montgomery,POINT (-86.17120360999998 32.353286740000016),-86.17120360999998,32.353286740000016
Pike Road High School at Georgia Washington,696 Georgia Washington Rd.,Pike Road,36064,Montgomery,POINT (-86.10149999999997 32.35437857000002),-86.10149999999997,32.35437857000002
AUM - Outreach Center,75 Technacenter Dr.,Montgomery,36117,Montgomery,POINT (-86.12989043999995 32.369251250000026),-86.12989043999995,32.369251250000026
D-3 Vol Fire Dept,10365 Hwy 80 West,Shorter,36075,Macon,POINT (-85.84139780000002 32.37480000000003),-85.84139780000002,32.37480000000003
Eastern Hills Baptist Church,3604 Pleasant Ridge Rd.,Montgomery,36109,Montgomery,POINT (-86.25603485000002 32.37839126999999),-86.25603485000002,32.37839126999999
